fpr,tpr_macro
0.0,0.0
0.001,0.12345133291709183
0.002,0.2428641816378146
0.003,0.3147162868020068
0.004,0.342395013588324
0.005,0.3777568023976984
0.006,0.41388542543460094
0.007,0.4623053624226161
0.008,0.4865267553463172
0.009000000000000001,0.510244342964765
0.01,0.5372516243484424
0.011,0.5493011059017188
0.012,0.5556307486115266
0.013000000000000001,0.5736984447096726
0.014,0.5850705885350622
0.015,0.5949181396011082
0.016,0.6109310620667914
0.017,0.6318115121065888
0.018000000000000002,0.6379688491325575
0.019,0.6432627075320683
0.02,0.651113188925865
0.021,0.657873847259118
0.022,0.6620924370594767
0.023,0.6766095749299891
0.024,0.6805027137395323
0.025,0.6848090230089084
0.026000000000000002,0.6887839023356905
0.027,0.6927518131426237
0.028,0.6954561705671762
0.029,0.6974666542807233
0.03,0.7021766163945597
0.031,0.7086734253629139
0.032,0.7131221640594767
0.033,0.7165005649263253
0.034,0.7191778035023707
0.035,0.7237890878330607
0.036000000000000004,0.7266868656099621
0.037,0.7320120089463213
0.038,0.7344904455551744
0.039,0.7382380941009169
0.04,0.7418338694699358
0.041,0.747550293710778
0.042,0.7529792569873488
0.043000000000000003,0.7582978926507004
0.044,0.7658823566970205
0.045,0.7691866969447357
0.046,0.7709988573659039
0.047,0.7730367572452809
0.048,0.7756021253504983
0.049,0.7788232719710896
0.05,0.7815947437116373
0.051000000000000004,0.7830603542107502
0.052000000000000005,0.7844658510670101
0.053,0.7857489648497733
0.054,0.7879528431341264
0.055,0.7938062995605362
0.056,0.7969440735490692
0.057,0.7991692186114893
0.058,0.801155855814448
0.059000000000000004,0.8033648366450447
0.06,0.8060115857159843
0.061,0.8099059838763318
0.062,0.8111918795303023
0.063,0.813289898992165
0.064,0.814837761409884
0.065,0.8170007397496051
0.066,0.8193166233098876
0.067,0.8217625730350614
0.068,0.8234530643611329
0.069,0.8247340072555908
0.07,0.8258993196085566
0.07100000000000001,0.8272092620279347
0.07200000000000001,0.8289611091785309
0.073,0.8307164752600847
0.074,0.8323799147361342
0.075,0.8340330523558007
0.076,0.8356618838458807
0.077,0.8365817866625553
0.078,0.8385451267573449
0.079,0.8399805674485368
0.08,0.8413554492580948
0.081,0.8442215922760274
0.082,0.8454930757729897
0.083,0.8468411504191163
0.084,0.8485128670187082
0.085,0.8500595681870482
0.08600000000000001,0.8518857132083703
0.08700000000000001,0.8533618133448748
0.088,0.8542336076164941
0.089,0.8555931115182508
0.09,0.8567557829527963
0.091,0.8581674796876824
0.092,0.8601374141564104
0.093,0.8616903719918529
0.094,0.8627839052144326
0.095,0.8636095526700844
0.096,0.8648939513439371
0.097,0.8662719658820478
0.098,0.8677941812082345
0.099,0.8696032750295164
0.1,0.870715756566784
0.101,0.8720035766221441
0.10200000000000001,0.8738980145767175
0.10300000000000001,0.875042626885271
0.10400000000000001,0.8775154417612537
0.105,0.8785846638228652
0.106,0.8795695372427046
0.107,0.8813676080874364
0.108,0.8831050270308232
0.109,0.8839071391430167
0.11,0.88470925125521
0.111,0.885547225206628
0.112,0.886292752505466
0.113,0.886954826947273
0.114,0.8877031547212212
0.115,0.8888495552662914
0.116,0.8895459558113611
0.117,0.8901786293608811
0.11800000000000001,0.891625536644767
0.11900000000000001,0.8923409216252745
0.12,0.8928868561294451
0.121,0.8934327906336159
0.122,0.8939787251377865
0.123,0.8944974002918654
0.124,0.894950475504636
0.125,0.8959491603778786
0.126,0.8963871928556065
0.127,0.8969478657667533
0.128,0.8978924613819427
0.129,0.8987223911225423
0.13,0.8993682652305972
0.131,0.9000141393386523
0.132,0.9006933068598807
0.133,0.9014338518459599
0.134,0.9022671496857093
0.135,0.9030198151510638
0.136,0.9037618219337835
0.137,0.9044874984412739
0.138,0.906138434280628
0.139,0.9078176749478588
0.14,0.9092904081652751
0.14100000000000001,0.909995348927138
0.14200000000000002,0.9105072038130283
0.14300000000000002,0.9110352125450725
0.14400000000000002,0.9116601443540396
0.145,0.9122850761630069
0.146,0.9128087885428577
0.147,0.9132308931837617
0.148,0.9137000923856355
0.149,0.9141005621494147
0.15,0.9145010319131938
0.151,0.914901501676973
0.152,0.9154827406715214
0.153,0.9159811488060118
0.154,0.9166770500577455
0.155,0.917454768814873
0.156,0.9184935331787545
0.157,0.9204631595548751
0.158,0.9209846834546296
0.159,0.9214005557956424
0.16,0.921695972152347
0.161,0.9220846044393124
0.162,0.9224991075828987
0.163,0.9235310466239207
0.164,0.924239395921353
0.165,0.924589047825455
0.166,0.9249044198402311
0.167,0.925314022624238
0.168,0.925790719425339
0.169,0.9261375016965253
0.17,0.9265011440199231
0.171,0.9267955248560126
0.17200000000000001,0.9270836896858864
0.17300000000000001,0.92737185451576
0.17400000000000002,0.9276600193456336
0.17500000000000002,0.9279481841755072
0.176,0.9282363490053808
0.177,0.9285286056516217
0.178,0.9289797445333914
0.179,0.9294308834151612
0.18,0.929895116461082
0.181,0.9303137122000464
0.182,0.930626519515857
0.183,0.9309393268316677
0.184,0.9312548392588809
0.185,0.9317210802989692
0.186,0.9323518512535877
0.187,0.932763391438975
0.188,0.9331113104052626
0.189,0.9333941994314301
0.19,0.9336559346114439
0.191,0.9340701553477467
0.192,0.9345234855261098
0.193,0.9349768157044729
0.194,0.9353039023770757
0.195,0.9355590125418856
0.196,0.9358141227066954
0.197,0.9360692328715053
0.198,0.9363243430363151
0.199,0.936564866306538
0.2,0.9368032243345956
0.201,0.9371706784898979
0.202,0.937579624962735
0.203,0.9379885714355719
0.20400000000000001,0.9383975179084088
0.20500000000000002,0.9388064643812459
0.20600000000000002,0.9392652301447988
0.20700000000000002,0.9397715168028629
0.20800000000000002,0.9402778034609268
0.209,0.9407475050035077
0.21,0.9410526351175168
0.211,0.9414456407680067
0.212,0.941966941942715
0.213,0.9424882431174233
0.214,0.9430140022687656
0.215,0.9435642989694877
0.216,0.9439220593938966
0.217,0.9442673939037338
0.218,0.9446127284135708
0.219,0.9449580629234079
0.22,0.9453033974332449
0.221,0.9456487319430821
0.222,0.9459940664529192
0.223,0.9463394009627564
0.224,0.9466847354725936
0.225,0.9469695498592754
0.226,0.9471951983293414
0.227,0.9474332005796284
0.228,0.9476783823170951
0.229,0.9479235640545619
0.23,0.9481687457920286
0.231,0.9484139275294954
0.232,0.9486591092669618
0.233,0.9489307812285583
0.234,0.949213325865405
0.23500000000000001,0.9494958705022519
0.23600000000000002,0.9497784151390984
0.23700000000000002,0.9501370281520136
0.23800000000000002,0.9505452138145015
0.23900000000000002,0.9507293139396527
0.24,0.9508965190499474
0.241,0.9510637241602422
0.242,0.951230929270537
0.243,0.9513981343808318
0.244,0.9515653394911265
0.245,0.9517373522937289
0.246,0.9519516727886392
0.247,0.9521659932835493
0.248,0.9523803137784593
0.249,0.9525946342733695
0.25,0.9528089547682799
0.251,0.95302327526319
0.252,0.9532255078460121
0.253,0.9533994437255376
0.254,0.9535733796050632
0.255,0.9537296776989356
0.256,0.9538785328070489
0.257,0.954025685534393
0.258,0.9541610395341488
0.259,0.9542710251769192
0.26,0.9543794747664067
0.261,0.9544879243558941
0.262,0.9546802792574217
0.263,0.9549221980959748
0.264,0.955164116934528
0.265,0.9554060357730811
0.266,0.9555726397584563
0.267,0.9556789366181201
0.268,0.9557852334777841
0.269,0.955891530337448
0.27,0.955997827197112
0.271,0.9561041240567759
0.272,0.9562104209164397
0.273,0.9563167177761038
0.274,0.9564910308300997
0.275,0.9568326178382117
0.276,0.956925716836802
0.277,0.9570182022651057
0.278,0.9571106876934093
0.279,0.9572031731217129
0.28,0.9572956585500165
0.281,0.9573881439783204
0.28200000000000003,0.9574806294066238
0.28300000000000003,0.9575731148349276
0.28400000000000003,0.9576656002632312
0.28500000000000003,0.9577580856915346
0.28600000000000003,0.9578505711198384
0.28700000000000003,0.957943056548142
0.28800000000000003,0.9580355419764455
0.289,0.9581280274047492
0.29,0.9582205128330529
0.291,0.9583129982613565
0.292,0.9585248426640189
0.293,0.9588388665538611
0.294,0.9590067365975494
0.295,0.9591746066412377
0.296,0.9593424766849259
0.297,0.959510346728614
0.298,0.9596782167723024
0.299,0.9598460868159906
0.3,0.9599581255941703
0.301,0.9600439236775606
0.302,0.9601297217609511
0.303,0.9602155198443416
0.304,0.9603055317396713
0.305,0.9603961566091058
0.306,0.9604867814785407
0.307,0.9605774063479755
0.308,0.9606757550617351
0.309,0.960783485397271
0.31,0.9608912157328067
0.311,0.9609989460683425
0.312,0.9611066764038781
0.313,0.961214406739414
0.314,0.9613221370749496
0.315,0.9614298674104853
0.316,0.9616372079800983
0.317,0.9619031713042027
0.318,0.9621691346283067
0.319,0.9624350979524108
0.32,0.9627010612765148
0.321,0.9629670246006187
0.322,0.963232987924723
0.323,0.9634160751038836
0.324,0.9635892784933116
0.325,0.9637624818827396
0.326,0.9639372756173064
0.327,0.964115453064934
0.328,0.964269483263718
0.329,0.9644151086857958
0.33,0.9645607341078735
0.331,0.964706359529951
0.332,0.964851984952029
0.333,0.9649976103741066
0.334,0.9651432357961843
0.335,0.965288861218262
0.336,0.9654344866403397
0.337,0.96603867320101
0.338,0.9667511648905528
0.339,0.9668723591749059
0.34,0.966976414404036
0.341,0.9670804696331665
0.342,0.9671845248622967
0.343,0.967288580091427
0.34400000000000003,0.9673926353205573
0.34500000000000003,0.967500624116121
0.34600000000000003,0.9676111041704264
0.34700000000000003,0.9677215842247314
