recall,precision_macro
0.243,0.9413675678594096
0.244,0.941574123433217
0.245,0.9417802516168553
0.246,0.941732957289544
0.247,0.9414238598246678
0.248,0.9411140100980683
0.249,0.9408035109164888
0.25,0.9404926511293861
0.251,0.9401811269143634
0.252,0.9401262390295975
0.253,0.9403250636296094
0.254,0.9405234690221251
0.255,0.9407210687376235
0.256,0.9409183599354369
0.257,0.9411150937791387
0.258,0.9413088666162718
0.259,0.9414998042975228
0.26,0.9416904612068757
0.261,0.9418803910770001
0.262,0.9420698622501302
0.263,0.9422591330832448
0.264,0.9424451611816987
0.265,0.9426289012306015
0.266,0.9428122091769477
0.267,0.9429948277073679
0.268,0.9431770797340568
0.269,0.9433590479488076
0.27,0.94328759296889
0.271,0.9429996239890025
0.272,0.9427113092833267
0.273,0.9424223318671135
0.274,0.9420934766934931
0.275,0.9408914723263303
0.276,0.939467434384278
0.277,0.9388258758457244
0.278,0.938300868097017
0.279,0.9377968369949039
0.28,0.93798740049068
0.281,0.9381776811248231
0.28200000000000003,0.9383652240924212
0.28300000000000003,0.9385506334339467
0.28400000000000003,0.9387354303720684
0.28500000000000003,0.9389197808034251
0.28600000000000003,0.9391035148357678
0.28700000000000003,0.9392871154679913
0.28800000000000003,0.9394678452467209
0.289,0.9396464590634548
0.29,0.9398248099062672
0.291,0.9400026180798626
0.292,0.9401800600203345
0.293,0.9403568677364109
0.294,0.9400373435806916
0.295,0.939368034432684
0.296,0.938698506675326
0.297,0.9380282969213463
0.298,0.9373577014924104
0.299,0.9366867288968169
0.3,0.9365233418096415
0.301,0.9366996536372513
0.302,0.9368755057661616
0.303,0.9370511743500162
0.304,0.9372262122117541
0.305,0.937401063203186
0.306,0.9373333792699817
0.307,0.9371110614994826
0.308,0.9368884921314734
0.309,0.9366656500492185
0.31,0.9364421055205276
0.311,0.9362183297165071
0.312,0.9360045410223563
0.313,0.9355011084530178
0.314,0.9342814436873288
0.315,0.9334095200801474
0.316,0.9325981432508181
0.317,0.9317864317753267
0.318,0.9310621804730417
0.319,0.9307154950388201
0.32,0.9308959431059722
0.321,0.9309088250712729
0.322,0.9305059727959618
0.323,0.9301377676983138
0.324,0.9303183351895153
0.325,0.9304974552341289
0.326,0.9306761647845491
0.327,0.9308544152756018
0.328,0.9310320672990231
0.329,0.9309468647124817
0.33,0.9305684888183144
0.331,0.9306731438532909
0.332,0.9308487203675174
0.333,0.9310239097283978
0.334,0.9311988109416074
0.335,0.9313732440012725
0.336,0.9315452374141193
0.337,0.9317159011571553
0.338,0.9318862941351226
0.339,0.9320563794262305
0.34,0.9322258195706624
0.341,0.9323949337220758
0.342,0.932091582179398
0.343,0.931568544380472
0.34400000000000003,0.9310447657453566
0.34500000000000003,0.93052077123848
0.34600000000000003,0.9299964083703129
0.34700000000000003,0.9294717188250287
0.34800000000000003,0.9289778301724565
0.34900000000000003,0.9284970981783133
0.35000000000000003,0.9280160560586118
0.35100000000000003,0.9275347896858099
0.352,0.9269968197583026
0.353,0.9259869291950347
0.354,0.9252182977926008
0.355,0.9250164081729075
0.356,0.9248781255923587
0.357,0.9239357056213642
0.358,0.9227621139471817
0.359,0.9215882215728793
0.36,0.9206361600477193
0.361,0.9202780109187294
0.362,0.9204578995828976
0.363,0.9206376324347648
0.364,0.9208170608948839
0.365,0.9209960990778041
0.366,0.9209555922781689
0.367,0.9208342316856417
0.368,0.9207124391341536
0.369,0.9205904683481385
0.37,0.9204678687991061
0.371,0.9203447879826421
0.372,0.9204420526172399
0.373,0.920615422636901
0.374,0.920788261258331
0.375,0.9209606544911043
0.376,0.9211328421864987
0.377,0.921304725883115
0.378,0.9210482353689529
0.379,0.9206519327571133
0.38,0.9202553375255202
0.381,0.9198585518480312
0.382,0.919178916549274
0.383,0.9183020932927857
0.384,0.9183340975135413
0.385,0.9185045363978583
0.386,0.9186746523419357
0.387,0.9188442081146668
0.388,0.9190134893698143
0.389,0.9191824583221082
0.39,0.9189349766073672
0.391,0.9185686196295292
0.392,0.9182017884943662
0.393,0.9178346646245921
0.394,0.9174674379471579
0.395,0.9170998257970566
0.396,0.9171536899426387
0.397,0.9173192154256485
0.398,0.9174845254624324
0.399,0.9176496464143911
0.4,0.9173754416017527
0.401,0.9170859345533964
0.402,0.916798712487037
0.403,0.9168534258737306
0.404,0.9166962299472111
0.405,0.9159686077157712
0.406,0.915486736374023
0.40700000000000003,0.9152048963361008
0.40800000000000003,0.9150449229837045
0.40900000000000003,0.9152115394475244
0.41000000000000003,0.9153779847745547
0.41100000000000003,0.9155440907288158
0.41200000000000003,0.9157101263999046
0.41300000000000003,0.9158754002883912
0.41400000000000003,0.9160388087689233
0.41500000000000004,0.9162016716971916
0.41600000000000004,0.9163643254892456
0.417,0.9157112973289108
0.418,0.9145822904699736
0.419,0.9135839605323467
0.42,0.9129013478427458
0.421,0.9125581954597403
0.422,0.9127265281749194
0.423,0.9128946893080301
0.424,0.9130625608490996
0.425,0.9132302827928847
0.426,0.9129791744200896
0.427,0.9126931240211704
0.428,0.9124069494378887
0.429,0.9125133587418757
0.43,0.9126803040686251
0.431,0.9128469425375811
0.432,0.9130117432259748
0.433,0.9131760598605727
0.434,0.9133399886507296
0.435,0.9135033608033616
0.436,0.9136243189005245
0.437,0.9133751529482623
0.438,0.9131268349781483
0.439,0.9128805252173937
0.44,0.9130013157321752
0.441,0.913163944388617
0.442,0.9133262704256684
0.443,0.9131216154015623
0.444,0.9128558209988957
0.445,0.9122254754588852
0.446,0.9117904789507525
0.447,0.9118154889737738
0.448,0.9118384950580205
0.449,0.9115879607083832
0.45,0.9111649430038492
0.451,0.9109514147430968
0.452,0.9104949272604859
0.453,0.9100381123493813
0.454,0.9095811368588516
0.455,0.9091483968988872
0.456,0.9092901086495544
0.457,0.9094533137469384
0.458,0.9096163214916286
0.459,0.9097791666714409
0.46,0.9099413408464242
0.461,0.9101032514216177
0.462,0.9100475998528725
0.463,0.909973435232118
0.464,0.9098987849455297
0.465,0.9097259066658688
0.466,0.9092690110818662
0.467,0.9090622129914688
0.468,0.9089251527781312
0.46900000000000003,0.9084965385376134
0.47000000000000003,0.9080678481356035
0.47100000000000003,0.9076389424654246
0.47200000000000003,0.907209815492684
0.47300000000000003,0.9067901953851412
0.47400000000000003,0.9063765729729052
0.47500000000000003,0.9059629630015287
0.47600000000000003,0.9055492432121144
0.47700000000000004,0.9053486292899482
0.47800000000000004,0.905286952222014
0.47900000000000004,0.9052251680775434
0.48,0.9051679673265041
0.481,0.9051106645602974
0.482,0.9050527452472362
0.483,0.904994730161689
0.484,0.9049364942613505
0.485,0.9048780588959652
0.486,0.9038524817830347
0.487,0.9026035747908491
0.488,0.9014496867180964
0.489,0.9005820490599721
0.49,0.8997138574032914
0.491,0.8988452840394101
0.492,0.8989889570096732
0.493,0.8991508554030405
0.494,0.8991668465760979
0.495,0.8989954399708757
0.496,0.8988238216316006
0.497,0.8986520722905864
0.498,0.8984800670136277
0.499,0.8983158140941934
0.5,0.8981513573589217
0.501,0.8979867756037192
0.502,0.8976811197000814
0.503,0.8971681259222957
0.504,0.8967462323889592
0.505,0.8963971266507306
0.506,0.8960478163818155
0.507,0.8958780428991953
0.508,0.8958480682511976
0.509,0.8958178846385128
0.51,0.8956574872736237
0.511,0.8951169740443478
0.512,0.8941312324768974
0.513,0.8931469127625778
0.514,0.8921656335448661
0.515,0.8911452456454692
0.516,0.8893978871781831
0.517,0.8879944026579887
0.518,0.88659942422206
0.519,0.8852043508454587
0.52,0.8832067462609776
0.521,0.8809998666670398
0.522,0.8802933475594038
0.523,0.8795867296715795
0.524,0.8790065416157162
0.525,0.8786202512822608
0.526,0.8782338650998265
0.527,0.8778301133402093
0.528,0.8770992906358289
0.529,0.8763357828773367
0.53,0.8755720964484249
0.531,0.8751350839465708
0.532,0.8747214082935582
0.533,0.8745402823857578
0.534,0.8745622208931326
0.535,0.8745840211638228
0.536,0.8746056098308685
0.537,0.874488499815995
0.538,0.8742428986510952
0.539,0.8737774206913602
0.54,0.8726234260096124
0.541,0.8715332950724693
0.542,0.8707568130423267
0.543,0.8701947568414383
0.544,0.8696325436007368
0.545,0.8690832799064315
0.546,0.8688013063554271
0.547,0.8686861103430956
0.548,0.8687214706003733
0.549,0.8687565899243255
0.55,0.868460600810138
0.551,0.8679955090678263
0.552,0.8676564492421864
0.553,0.8673172694390565
0.554,0.867159412161991
0.555,0.8673356398486917
0.556,0.8675117476403047
0.557,0.8676035226538735
0.558,0.8673099048926917
0.559,0.8670156131273142
0.56,0.8670453014354962
0.561,0.8670815314289516
0.562,0.8671175701062799
0.5630000000000001,0.8668962677397489
0.5640000000000001,0.8661565209703486
0.5650000000000001,0.8654166154323919
0.5660000000000001,0.8646766159275738
0.5670000000000001,0.8640548617673438
0.5680000000000001,0.86356320447731
0.5690000000000001,0.8631454472490455
0.5700000000000001,0.8631911891672523
0.5710000000000001,0.863236675498416
0.5720000000000001,0.8632815866457989
0.5730000000000001,0.8633262827781147
0.5740000000000001,0.8633708939387356
0.5750000000000001,0.8634155431684635
0.5760000000000001,0.8634604057914285
0.577,0.8635051434876893
0.578,0.8635496919542834
0.579,0.8635941328840939
0.58,0.8632106882455289
0.581,0.8625431736709162
0.582,0.8618763789954119
0.583,0.8612094729404969
0.584,0.8607631369317821
0.585,0.8607911392213683
0.586,0.8605415215558978
0.587,0.8604081618550549
0.588,0.8603235426465119
0.589,0.8594577180226445
0.59,0.8586259035622017
0.591,0.8582624594936921
0.592,0.857961519607198
0.593,0.8578720887381743
0.594,0.8580429929790888
0.595,0.8582137996224468
0.596,0.8583844806313831
0.597,0.858554772687906
0.598,0.8587245900777214
0.599,0.8588941355878464
0.6,0.8588667041559216
0.601,0.858714646817354
0.602,0.8585619345042819
0.603,0.8584626527325888
0.604,0.8583456289562406
0.605,0.8582056649405899
0.606,0.8565837918889908
0.607,0.8549238202811645
0.608,0.8530869832897391
0.609,0.8511454164186485
0.61,0.8499395719955827
0.611,0.8494592290816388
0.612,0.8492321219837272
0.613,0.8487776628359095
0.614,0.8482769624914166
0.615,0.8476868732103557
0.616,0.8470558430622519
0.617,0.8464496742816451
0.618,0.8456591036693755
0.619,0.8452935328140019
0.62,0.8449329919342388
0.621,0.8442909492256903
0.622,0.8434106518871596
0.623,0.8423713895558956
0.624,0.8412100431271112
0.625,0.8403090939323544
0.626,0.8394080168147156
0.627,0.8387990202127916
0.628,0.8386458466842793
0.629,0.8384415436769741
0.63,0.8380902317935061
0.631,0.8376010437253484
0.632,0.8358549919412276
0.633,0.8341088545996737
0.634,0.8321004605754112
0.635,0.8300951776628149
0.636,0.8288551597843888
0.637,0.8278211234210952
0.638,0.8267869572647516
0.639,0.8257527009169161
0.64,0.8248886440180689
0.641,0.8244346089504798
0.642,0.8246178019892673
0.643,0.8248008561017434
0.644,0.8249475413244649
0.645,0.8249678867314542
0.646,0.8249881235084858
0.647,0.8250079539003312
0.648,0.8250271731324791
0.649,0.8251968725038792
0.65,0.8253775463715162
0.651,0.8255581277694614
0.652,0.8257385702201923
0.653,0.8254180674972946
0.654,0.824814746125518
0.655,0.8240491384941956
0.656,0.8231589285667493
0.657,0.8224884238668307
0.658,0.8218912891398407
0.659,0.8215570734418358
0.66,0.8214935099547291
0.661,0.8214216156296736
0.662,0.8212108534231595
0.663,0.8209999680744164
0.664,0.8206533724867684
0.665,0.8201604765725893
0.666,0.820070891607126
0.667,0.820067855536219
0.668,0.8200646969816212
0.669,0.8196979301258169
0.67,0.8190235891942829
0.671,0.8183699498710618
0.672,0.817907065119627
0.673,0.817453527448528
0.674,0.8168871533354366
0.675,0.8166073608279694
0.676,0.8165558080344276
0.677,0.8163509622905849
0.678,0.8158656588219866
0.679,0.8150129827860452
0.68,0.8141140030193981
0.681,0.8132149519233891
0.682,0.8123157689906639
0.683,0.8118340772828768
0.684,0.8116877078989841
0.685,0.8117120071564669
0.686,0.8118076131538563
0.687,0.811820796281801
0.6880000000000001,0.8114073822203981
0.6890000000000001,0.8103507375506867
0.6900000000000001,0.8092384139963894
0.6910000000000001,0.8081548224660284
0.6920000000000001,0.8075748263964024
0.6930000000000001,0.8071938399144957
0.6940000000000001,0.8068853539892803
0.6950000000000001,0.8067025731948275
0.6960000000000001,0.8061663735709033
0.6970000000000001,0.8055563956446015
0.6980000000000001,0.8054182701951392
0.6990000000000001,0.8053352682416992
0.7000000000000001,0.8050263701785288
0.7010000000000001,0.8044668581236263
0.7020000000000001,0.8038809092405262
0.7030000000000001,0.8034400067352058
0.704,0.8028908170878564
0.705,0.8022290212066665
0.706,0.8015686933144126
0.707,0.8009424405835606
0.708,0.8003649959098993
0.709,0.7996453754756452
0.71,0.7989480812390461
0.711,0.7981155270074185
0.712,0.7971641948846768
0.713,0.7966305240224427
0.714,0.7965139467457234
0.715,0.796397322569938
0.716,0.7962805196325116
0.717,0.7961634768240383
0.718,0.796045962180715
0.719,0.7958711458209684
0.72,0.7956225734038753
0.721,0.7953739163759873
0.722,0.7947130114452843
0.723,0.7938582490299825
0.724,0.7930033986261299
0.725,0.7922167198549962
0.726,0.7918762597903796
0.727,0.7916477484651717
0.728,0.7914191768879986
0.729,0.7911904319567471
0.73,0.790776542225297
0.731,0.7905035371521422
0.732,0.7905496733520053
0.733,0.7905957293448301
0.734,0.7906202514527768
0.735,0.7904390084567833
0.736,0.7902576542268606
0.737,0.7899869126179231
0.738,0.7896164501294828
0.739,0.7887279214116703
0.74,0.787711850984738
0.741,0.7866956224073394
0.742,0.7856793267505535
0.743,0.7850898668286141
0.744,0.7849129571882467
0.745,0.7847359220136599
0.746,0.7843834133931729
0.747,0.7837850214289342
0.748,0.7831546954192936
0.749,0.782557068693335
0.75,0.7821823666512383
0.751,0.7814363827569127
0.752,0.780321541386788
0.753,0.7792512961642097
0.754,0.7781093771485559
0.755,0.7767828884538206
0.756,0.775572318314286
0.757,0.7746023651761836
0.758,0.7736329444242018
0.759,0.7726648469827366
0.76,0.7716870848651466
0.761,0.771038321836196
0.762,0.7706837049459916
0.763,0.7704193355622289
0.764,0.769832438132026
0.765,0.7698330833902114
0.766,0.770009920279993
0.767,0.7698393737376207
0.768,0.7694065283522711
0.769,0.768836136388909
0.77,0.7676377227509938
0.771,0.7663151562388195
0.772,0.7655190176501642
0.773,0.7643896368590085
0.774,0.7631738071941411
0.775,0.7626434022570542
0.776,0.7616883001675119
0.777,0.7606926295000409
0.778,0.7599557706109328
0.779,0.7594093474807352
0.78,0.758326370904489
0.781,0.7571635283833406
0.782,0.7563202956619632
0.783,0.7558423385911939
0.784,0.7553692366209975
0.785,0.7547937685801343
0.786,0.7534935873736737
0.787,0.7518905768227879
0.788,0.7507490276423994
0.789,0.7498632676074876
0.79,0.7491695735768781
0.791,0.7490018946515923
0.792,0.7487698810032819
0.793,0.74862078644197
0.794,0.7484826581151344
0.795,0.7482909702564113
0.796,0.7482662491037847
0.797,0.7481287422022804
0.798,0.7477678040348295
0.799,0.7465958154671389
0.8,0.745379790878256
0.801,0.7444135437247136
0.802,0.7431788310517293
0.803,0.7417192660519356
0.804,0.7403027876152077
0.805,0.7391382398629863
0.806,0.738126358918451
0.807,0.7372468270318802
0.808,0.7359186386482512
0.809,0.7344695367529585
0.81,0.7337794944614836
0.811,0.733033015915693
0.812,0.7323780153848432
0.8130000000000001,0.7318935643824649
0.8140000000000001,0.7317304563667026
0.8150000000000001,0.7312964409625439
0.8160000000000001,0.7301403782239198
0.8170000000000001,0.7288880301762626
0.8180000000000001,0.7277960119876827
0.8190000000000001,0.7268621687997985
0.8200000000000001,0.7259812141444307
0.8210000000000001,0.7252859723781998
0.8220000000000001,0.7246447455929236
0.8230000000000001,0.7234949195950712
0.8240000000000001,0.7221946630935422
0.8250000000000001,0.7212438314847748
0.8260000000000001,0.720630013550895
0.8270000000000001,0.7199986564117946
0.8280000000000001,0.7193417511644172
0.8290000000000001,0.7186642379973914
0.8300000000000001,0.7180523657527541
0.8310000000000001,0.7168362721230517
0.8320000000000001,0.7156404986752267
0.833,0.7145975383174388
0.834,0.7133566405766547
0.835,0.7120821766151557
0.836,0.7111342501829129
0.837,0.7101741156927036
0.838,0.7091072893523034
0.839,0.7077685065974958
0.84,0.7063357407635314
0.841,0.7050278035236948
0.842,0.7044325936897441
0.843,0.7042816621941637
0.844,0.7042895090689445
0.845,0.7039710222293925
0.846,0.7032840562858931
0.847,0.7029135523503764
0.848,0.7024459916832344
0.849,0.7020477101452183
0.85,0.7016981748476913
0.851,0.701308113148078
0.852,0.700458244296239
0.853,0.6996796322406471
0.854,0.6997191432116107
0.855,0.6986981867842529
0.856,0.6976560713378912
0.857,0.6962868919918244
0.858,0.6946994043420499
0.859,0.6930267426380738
0.86,0.6914363401150956
0.861,0.6899668991934449
0.862,0.6885892969690819
0.863,0.687366365647459
0.864,0.6863933054880421
0.865,0.6857053307918608
0.866,0.6851516541028919
0.867,0.6844474733010517
0.868,0.6833513105399064
0.869,0.6820648811151688
0.87,0.6805645298035469
0.871,0.6790965694133078
0.872,0.6772061372626045
0.873,0.6748823450240731
0.874,0.6725589063236788
0.875,0.6697602350923326
0.876,0.6670994998111053
0.877,0.66515229878054
0.878,0.6633064170104734
0.879,0.6616633240134273
0.88,0.6600998419363872
0.881,0.6586684199467512
0.882,0.6566327030012287
0.883,0.6542871303494245
0.884,0.6529384072725457
0.885,0.6522792966407568
0.886,0.6515769268493873
0.887,0.6509170809139333
0.888,0.6491027210090972
0.889,0.6467681960387394
0.89,0.6442926669725288
0.891,0.6433578101391337
0.892,0.6424540300480879
0.893,0.6415157184427482
0.894,0.6408470487105487
0.895,0.6401162325292022
0.896,0.6393760318760326
0.897,0.6389006480759931
0.898,0.638258402939413
0.899,0.6371399918508208
0.9,0.6354378060905659
0.901,0.6334825268548341
0.902,0.6306427384797981
0.903,0.628079546274012
0.904,0.6256893763778368
0.905,0.6235772804582015
0.906,0.62052133811598
0.907,0.6174904214999832
0.908,0.6149525825745579
0.909,0.6128787289611721
0.91,0.6108133805149583
0.911,0.6088404830601355
0.912,0.6071432910999304
0.913,0.6055684200657492
0.914,0.6044031384086701
0.915,0.60238373304489
0.916,0.6003941410842464
0.917,0.5981788848852376
0.918,0.5952479951931593
0.919,0.591323364160407
0.92,0.5872841916701195
0.921,0.5844001032308863
0.922,0.5822578079854313
0.923,0.5789868672818093
0.924,0.5755363407883369
0.925,0.572843478363691
0.926,0.570154807199517
0.927,0.5680964093827985
0.928,0.5666824200959368
0.929,0.564841914360847
0.93,0.5625797990171517
0.931,0.5596753105604161
0.932,0.5559540525951743
0.933,0.5523392227360061
0.934,0.5491345471063653
0.935,0.5468314912337283
0.936,0.5450787799032348
0.937,0.543243501576597
0.9380000000000001,0.5414511895872371
0.9390000000000001,0.5394087247431872
0.9400000000000001,0.5373970221314546
0.9410000000000001,0.5349953971447549
0.9420000000000001,0.5326772206620224
0.9430000000000001,0.5304669852046786
0.9440000000000001,0.5280427512123593
0.9450000000000001,0.5247654982301871
0.9460000000000001,0.5201879223053604
0.9470000000000001,0.5156374116246262
0.9480000000000001,0.5117504115873444
0.9490000000000001,0.5093258754180203
0.9500000000000001,0.5080049979556296
0.9510000000000001,0.506690148469964
0.9520000000000001,0.50455594650951
0.9530000000000001,0.5023812182075068
0.9540000000000001,0.5004254693517917
0.9550000000000001,0.496940821048174
0.9560000000000001,0.4940599773367017
0.9570000000000001,0.4911937014197821
0.9580000000000001,0.48864231917554035
0.9590000000000001,0.48675266890754676
0.96,0.4848449007386587
0.961,0.4806797372306632
0.962,0.47723033281858845
0.963,0.4751653190732588
0.964,0.4719807907131258
0.965,0.468411272704928
0.966,0.4659988618174585
0.967,0.4627397712149409
0.968,0.45843469123428343
0.969,0.45363758917014446
0.97,0.44832257833433564
0.971,0.4417665869060713
0.972,0.4358041654774671
0.973,0.43123954195632574
0.974,0.42836987771169754
0.975,0.4255005077115988
0.976,0.42167133456982686
0.977,0.416177682465387
0.978,0.40871093440972617
0.979,0.3980999008535376
0.98,0.38818398459570896
0.981,0.38247811561444467
0.982,0.3773519697653691
0.983,0.36945363042107965
0.984,0.3612596025950761
0.985,0.3482216683128393
0.986,0.3391120013890747
0.987,0.3326354724321171
0.988,0.3289726856454446
0.989,0.3246570392900424
0.99,0.31957739770782856
0.991,0.314055304040907
0.992,0.3051511341634273
0.993,0.2940946348705393
0.994,0.2843364566327514
0.995,0.2766585912559328
0.996,0.2681849588441879
0.997,0.25754139661637343
0.998,0.24451965941459658
0.999,0.22280699405598187
1.0,0.2
